item_id,acronym,sentence,gold_expansion,candidates,n_candidates,provenance,source,page_title,review_verdict
kn-0150,י״ח,"י""ח בשבט – תנוך אוזנו של ילד בן 13 נתלש במהלך קטטה עם בן כיתה.",שמונה עשרה (גימטריה),יוסף חיים | יודעי חן | שמונה עשרה (גימטריה),3,knesset,knesset,13_ptm_532054.docx,human_review
kn-0151,כ״ח,"כ""ח בשבט – בן 13 דקר בסכין תלמידה בכיתתו לאחר שאיים על חייה במשך חודשים.",עשרים ושמונה (גימטריה),כהנא חי | כתיב חסר | כדור חוזר | כינוי חבור | עשרים ושמונה (גימטריה),5,knesset,knesset,13_ptm_532054.docx,human_review
kn-0152,ט״א,"על המשקל של מה שאנחנו אומרים לחיילים: אסור שתהיה אצבע קלה על ההדק, אני אומר למשטרה: אסור שתהיה לה אצבע קלה על ט""א, על המכשיר הזה של טביעת אצבעות.",טביעת אצבע,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי | עשר (גימטריה),4,knesset,knesset,13_ptm_532054.docx,clean
kn-0153,מ״ר,"לפטור מהארנונה בגין 100 מ""ר מחזיק שהגיע לגיל 65 והמקבל מהביטוח הלאומי קצבת זיקנה בצירוף הטבה סוציאלית בתנאי שאין לו דירת מגורים נוספת.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532054.docx,clean
kn-0154,קמ״ש,"מאות אופנועי ים טסים במהירות שמגיעה לפעמים ל-70 קמ""ש, בין המתרחצים, ואין פוצה פה.",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532055.docx,clean
kn-0155,קמ״ש,"מעניין, המשטרה רדפה אחריהם בג'יפ שהיה יכול לנוע במהירות של 80 קמ""ש מקסימום.",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532055.docx,clean
kn-0156,א״ס,"לדברי הגברת א""ס, מהוות הצעות אלה לעג לרש בהתחשב בשוויו הריאלי של המטען שנגנב.",ראשי תיבות שם פרטי ומשפחה (זהות חסויה),אין סוף | האל היחיד | ראשי תיבות שם פרטי ומשפחה (זהות חסויה) | שישים ואחת (גימטריה),4,knesset,knesset,13_ptm_532055.docx,human_review
kn-0157,רמב״ם,"כך כותבת הגברת יפה חממי מרחוב רמב""ם 20, ראשון-לציון.",ר' משה בן מימון,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532056.docx,clean
kn-0158,רמב״ם,"שני המכשירים האלה – אחד יהיה ב""סורוקה"", אחד יהיה ב""רמב""ם"".",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532062.docx,clean
kn-0159,ת״ש,"האם קיימת התייחסות ספציפית לבעיות הקשורות למגויסים מעולי אתיופיה – מבחינת בעיות ת""ש, בעיות הסתגלות, חוסר התמצאות במערכת הצבאית, אי-ידיעת מלוא זכויותיהם כחיילים?",תנאי שירות,תפילת שחרית | תקיעת שופר | תנאי שירות | תחנת שאיבה | בא שמע | שבע מאות (גימטריה),6,knesset,knesset,13_ptm_532065.docx,clean
kn-0160,מ״ר,"בקשתו נדחתה בטענה, כי משרד השיכון מוסיף 15% לשטח דירתו וקובע את השטח כברוטו, וממילא דירתו נחשבת כ-103 מ""ר, ולפי הטבלה החדשה הוא איבד את זכותו.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532067.docx,clean
kn-0161,מ״ר,"על-פי הכללים החדשים, משפחה בת 12 נפשות זכאית לסיוע במסגרת ""שלוש פלוס"" אם היא מתגוררת בדירת 103 מ""ר.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532067.docx,clean
kn-0162,מ״ר,"משפחה בת תשע נפשות זכאית בדירה ששטחה עד 85 מ""ר.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532067.docx,clean
kn-0163,מ״ר,"בתקציב הפיתוח לשנת 1992 נכלל תקציב לבניית סדנאות, בהיקף של 375 מ""ר, בבית-הספר המקיף בעין-מאהל.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532067.docx,clean
kn-0164,מ״ר,"למרות התחייבות זו, בנתה המועצה בהיקף של 600 מ""ר, ובכך נוצר הפרש שאין לו כיסוי תקציבי.",מטר רבוע,מטר רבוע | מדרש רבה | מילי־רדיאן | מאתיים וארבעים (גימטריה),4,knesset,knesset,13_ptm_532067.docx,clean
kn-0165,תמ״א,"שר הבריאות ומשרד הבריאות מתנגדים לכך על אף החלטת הממשלה הזאת, שאישרה בישיבתה ב-21 בינואר 1993, במסגרת תוכנית מתאר ארצית, תמ""א 31, להקים באשדוד בית-חולים עם 600 מיטות, אשר בחלקו יתחיל לפעול כבר ב-1996.",תוכנית מתאר ארצית,תוכנית מתאר ארצית | תוספת מכסת אחוזים | ארבע מאות וארבעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532068.docx,clean
kn-0166,הרא״ה,"אני ממשיך בישיבת בני-עקיבא בכפר-הרא""ה, נוער נוער.",הרב אברהם יצחק הכהן קוק,הרב אברהם יצחק הכהן קוק | רבי אהרן הלוי | מאתיים ואחת עשרה (גימטריה),3,knesset,knesset,13_ptm_532068.docx,clean
kn-0167,רמב״ם,"אני חייב לחזור שבע שנים אחורה, לפרשת בית-החולים ""רמב""ם"", שעל הגג שלו מצאו תינוקות מתים.",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | מאתיים ושמונים ושתיים (גימטריה),5,knesset,knesset,13_ptm_532068.docx,clean
kn-0168,בע״מ,"חברת ""אינטל אלקטרוניקה בע""מ"" הגישה ביום 28 בספטמבר 1993 את בקשתה לקבלת מעמד של מפעל מאושר בגין תוכנית השקעה, הכוללת, בין היתר, חכירת קרקע נוספת הצמודה למפעל הקיים באזור הר-חוצבים.",בערבון מוגבל,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה | מאה ושתים עשרה (גימטריה),5,knesset,knesset,13_ptm_532068.docx,clean
kn-0169,י״א,"הבוקר בעיתון ""חדשות"" הופיעה ידיעה, שתלמידי י""א חמושים יאבטחו דרכים לבתי-ספר בירושלים.",שנת הלימודים האחת־עשרה של התלמידים בישראל,יש אומרים | ירא אדוני | שווה בגודלה למרחק כדור-הארץ מהשמש | שנת הלימודים האחת־עשרה של התלמידים בישראל | אחת עשרה (גימטריה),5,knesset,knesset,13_ptm_532069.docx,clean
kn-0170,י״א,"על-פי הצעת השר – אני מצטטת – יסיירו תלמידי כיתות י""א בדרכים הראשיות שבאזור בית-הספר.",שנת הלימודים האחת־עשרה של התלמידים בישראל,יש אומרים | ירא אדוני | שווה בגודלה למרחק כדור-הארץ מהשמש | שנת הלימודים האחת־עשרה של התלמידים בישראל | אחת עשרה (גימטריה),5,knesset,knesset,13_ptm_532069.docx,clean
kn-0171,י״א,"ההודעה של דובר משרד החינוך והתרבות בעניין השמירה על-ידי תלמידי י""א היא הודעה נכונה, פרט לאי-הבנה אחת, שהבהרתי אותה.",שנת הלימודים האחת־עשרה של התלמידים בישראל,יש אומרים | ירא אדוני | שווה בגודלה למרחק כדור-הארץ מהשמש | שנת הלימודים האחת־עשרה של התלמידים בישראל | אחת עשרה (גימטריה),5,knesset,knesset,13_ptm_532069.docx,clean
kn-0172,יו״ד,"אנו עושים זאת אולי על-פי אופיינו הלאומי, תוך עמידה על קוצו של יו""ד, בלהט, לא אחת בקול ניחר ובצעקה רמה.",יוד,"יורה דעה | יוד | יורה דעה, אחד מחלקי השלחן ערוך | עשרים (גימטריה)",4,knesset,knesset,13_ptm_532070.docx,clean
kn-0173,ס״ב,"ואל תתנו דמי לו עד יכונן ועד ישים את ירושלים תהילה בארץ""; ישעיהו פרק ס""ב.",שישים ושתיים (גימטריה),סודי ביותר | ספרת ביקורת | שישים ושתיים (גימטריה),3,knesset,knesset,13_ptm_532070.docx,human_review
kn-0174,ת״ק,"וחיינו כפי שהם, והם מדיפים – החיים היומיומיים, הפשוטים, החיים בלי מליצות, מדיפים ריח כבד ת""ק על ת""ק פרסה.",חמש מאות (גימטריה),תנא קמא | תביעות קטנות | חמש מאות (גימטריה),3,knesset,knesset,13_ptm_532070.docx,human_review
kn-0175,ד״ר,"על כן, לפני שמטילים אשמה, ואינני רוצה להטיל כל אשמה בד""ר גולדשמידט, ראוי וחובה שמה שהוא עשה ייבדק.",דוקטור,דוקטור | דברי רבי־ | דפוס ראשון | דברים רבה | מאתיים וארבע (גימטריה),5,knesset,knesset,13_ptm_532072.docx,human_review
kn-0176,בע״מ,"הריני להתייחס לעסקה אשר סוכמה בין 'צור-שמיר', חברה לביטוח בע""מ, ביניכם ובין חברות שבשליטתכם, למכירת מניות בנק לפיתוח התעשייה.",בערבון מוגבל,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה | מאה ושתים עשרה (גימטריה),5,knesset,knesset,13_ptm_532072.docx,clean
kn-0177,רש״י,"ומוסיף רש""י: וזה שמצינו ביעל אשת חבר הקיני שלא הרגתו לסיסרא בכלי זין – זו הוכחה – אלא כמו שנאמר: ידה ליתד תשלחנה.",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532072.docx,clean
kn-0178,ת״ב,"הצעת התיקון היא פרי יוזמתה הברוכה של חברת הכנסת נעמי חזן בהצעת חוק ת""ב, אשר הובאה לדיון מוקדם במליאת הכנסת ביום 24 בפברואר 1993 ולקריאה ראשונה ביום 31 במאי 1993.",ארבע מאות ושתיים (גימטריה),תשעה באב | תעודת בגרות | תרגילי בית | ארבע מאות ושתיים (גימטריה),4,knesset,knesset,13_ptm_532073.docx,human_review
kn-0179,תמ״א,"אשר לתכנון בתי-סוהר חדשים – תוכנית המתאר הארצית (תמ""א 24), שאושרה על-ידי ממשלת ישראל בשנת 1982, כללה נוסף על אתר כלנית – צלמון דהיום, שהוזכר לעיל – עוד חמישה אתרים לבתי-סוהר חדשים.",תוכנית מתאר ארצית,תוכנית מתאר ארצית | תוספת מכסת אחוזים | ארבע מאות וארבעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532073.docx,clean
kn-0180,בע״מ,"האם יש מניעה בהצגת החוזה שנחתם בין ממשלת ישראל לחברה לפיתוח קיסריה בע""מ לעיון התושבים?",בערבון מוגבל,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה | מאה ושתים עשרה (גימטריה),5,knesset,knesset,13_ptm_532075.docx,clean
kn-0181,י״א,"תוכניות למניעת שימוש בעייתי באלכוהול מועברות על-ידי יועצים ומחנכים בהיקף של 20-10 שעות בכיתות העל-יסודיות, וכוללות, בין היתר, גם תוכנית לכיתות י""א על אלכוהול ונהיגה.",שנת הלימודים האחת־עשרה של התלמידים בישראל,יש אומרים | ירא אדוני | שווה בגודלה למרחק כדור-הארץ מהשמש | שנת הלימודים האחת־עשרה של התלמידים בישראל | אחת עשרה (גימטריה),5,knesset,knesset,13_ptm_532075.docx,clean
kn-0182,אמ״ן,""" אלה הם ציטוטים מתוך ריאיון של ערב חג עם ראש אמ""ן.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532076.docx,clean
kn-0183,אש״ל,"תבוא איזו ועדה של פקידים, עם כל הכבוד, היא תהיה מכובדת, תיסע, תקבל אש""ל, תגיע, יכבדו אותה, והיא תחליט לפי ראות עיניה איזה יישוב יקבל הטבות אלו ואחרות.",אכילה שתיה לינה,אין שומעין לו | איפה שלמה | אכילה שתיה לינה | שלוש מאות ושלושים ואחת (גימטריה),4,knesset,knesset,13_ptm_532078.docx,clean
kn-0184,שח״ר,"(לא נקראה, נמסרה לפרוטוקול) התוכנית אכן מתוקצבת באגף שח""ר, ובדרך כלל תוקצבה יותר מהתכנון הצפוי לשנת הכספים, בהתאם למדד ההתייקרויות במשרד.",שירותי חינוך ורווחה,שירותי חינוך ורווחה | שיבוץ וחזרה לשירות | תנועה פוליטית שהוקמה בשלהי הכנסת ה-15 | חמש מאות ושמונה (גימטריה),4,knesset,knesset,13_ptm_532079.docx,clean
kn-0185,שח״ר,"אגף שח""ר עובד בעיקר בהתאם לתוכנית הרווחה והשיקום ביישובים שנקבעו על-פי החלטת הממשלה וועדת שרים.",שירותי חינוך ורווחה,שירותי חינוך ורווחה | שיבוץ וחזרה לשירות | תנועה פוליטית שהוקמה בשלהי הכנסת ה-15 | חמש מאות ושמונה (גימטריה),4,knesset,knesset,13_ptm_532079.docx,clean
kn-0186,שח״ר,"כל התוכניות באגף שח""ר מיועדות לאוכלוסיות חלשות, שהן אוכלוסיות היעד של אגף שח""ר.",שירותי חינוך ורווחה,שירותי חינוך ורווחה | שיבוץ וחזרה לשירות | תנועה פוליטית שהוקמה בשלהי הכנסת ה-15 | חמש מאות ושמונה (גימטריה),4,knesset,knesset,13_ptm_532079.docx,clean
kn-0187,שח״ר,"תפקיד אגף שח""ר הינו לדאוג לקידום ההישגים הלימודיים של האוכלוסיות החלשות במערכת החינוך.",שירותי חינוך ורווחה,שירותי חינוך ורווחה | שיבוץ וחזרה לשירות | תנועה פוליטית שהוקמה בשלהי הכנסת ה-15 | חמש מאות ושמונה (גימטריה),4,knesset,knesset,13_ptm_532079.docx,clean
kn-0188,תמ״ג,"זה ברור, כי אם בשיעור תמ""ג קבוע אתה מוציא יותר – – –",תוצר מקומי גולמי,תהודה מגנטית גרעינית | תוצר מקומי גולמי | ארבע מאות וארבעים ושלוש (גימטריה),3,knesset,knesset,13_ptm_532080.docx,clean
kn-0189,ע״ש,"ועוד מכתב על משה חוברה, ממינהל האוכלוסין: ""בעניין בקשתך למתן תעודת פטירה ע""ש חוברה משה, צר לנו להודיעך כי לא מצאנו את שם המנוח/ה בפנקס הפטירות"".",על שם,על שום | עמוד השדרה | ערב שבת | עיין שם | עיקר שכחתי | על שם | שלוש מאות ושבעים (גימטריה),7,knesset,knesset,13_ptm_532081.docx,human_review
kn-0190,ב״א,"חבר הכנסת יהלום, כשהוא אומר שלילי, זה לא מפני שחסרה לו תעודת הוראה, או שאין לו תואר ב""א, או שהוא לא בוגר סמינר.",בּוֹגֵר אוּנִיבֶרְסִיטָה,בן אדם | ב' אֲלָפִים | בּוֹגֵר אוּנִיבֶרְסִיטָה | שלוש (גימטריה),4,knesset,knesset,13_ptm_532083.docx,clean
kn-0191,ש״פ,"חברי הכנסת, אנחנו עוברים לסעיף הבא בסדר-היום, הצעת חוק ש""פ, הצעת חוק-יסוד: נשיא המדינה (תיקון – בחירה ישירה של הנשיא) – של חבר הכנסת אליעזר זנדברג.",שלוש מאות ושמונים (גימטריה),שושן פורים | שם פרטי | שבת פרשת | שווה פרוטה | שלוש מאות ושמונים (גימטריה),5,knesset,knesset,13_ptm_532087.docx,human_review
kn-0192,א״ח,"הצבעה מס' 12 בעד ההצעה להעביר את הנושא לוועדה – 24 בעד ההצעה שלא לכלול את הנושא בסדר-היום – אין נמנעים – 2 ההצעה להעביר את הנושא שהעלה חבר הכנסת א""ח שאקי לוועדת החוץ והביטחון נתקבלה.",אבנר חי (שאקי),אורך חיים | אגף חקירות | אבנר חי (שאקי) | תשע (גימטריה),4,knesset,knesset,13_ptm_532087.docx,human_review
kn-0193,א״ח,"אני קובע שהצעתו של חבר הכנסת א""ח שאקי עוברת לוועדה.",אבנר חי (שאקי),אורך חיים | אגף חקירות | אבנר חי (שאקי) | תשע (גימטריה),4,knesset,knesset,13_ptm_532087.docx,human_review
kn-0194,ת״פ,"וקיבלנו במתכונת מדריד את המשלחת האש""פיסטית מהשטחים כבת-שיח, הנמצאת במגע ישיר, שלא לדבר על ת""פ, תחת פיקוד, של מנהיגות העם הפלשתיני, היושבת בחלקה בתוניס.",תחת פיקוד,תחת פיקוד | תיק פלילי | ארבע מאות ושמונים (גימטריה),3,knesset,knesset,13_ptm_532088.docx,clean
kn-0195,קמ״ש,"אני אומר לכם מה שאני חש אם שוטר מסתתר מאחורי עץ ומחכה שמישהו לא יעצור עצירה מוחלטת בתמרור ""עצור"", ומי שנסע במהירות של 2 קמ""ש, הגלגלים לא נעצרו עד הסוף, זאת עבירה.",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532089.docx,clean
kn-0196,קמ״ש,"אני יודע שהמשטרה – ואולי אני מגלה סוד ידוע, שמי שנוסע במהירות של עד 105 קמ""ש בכביש שהמהירות המותרת בו היא 90 קמ""ש, המשטרה לא נוגעת בו.",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532089.docx,clean
kn-0197,השב״ס,"שר המשטרה צוטט, כאשר היה העניין עם ראש השב""ס, שירות בתי-הסוהר: שכחתם שהתחלף השלטון – וזה משפט מפתח.",שירות בתי הסוהר,שירות בתי הסוהר | השאלה בין-ספרייתית | שלוש מאות ושישים ושבע (גימטריה),3,knesset,knesset,13_ptm_532089.docx,clean
kn-0198,י״א,"להיפך, הגמרא אומרת במסכת סוטה, דף י""א: בזכות נשים צדקניות נגאלו ישראל ממצרים.",אחת עשרה (גימטריה),יש אומרים | ירא אדוני | שווה בגודלה למרחק כדור-הארץ מהשמש | שנת הלימודים האחת־עשרה של התלמידים בישראל | אחת עשרה (גימטריה),5,knesset,knesset,13_ptm_532090.docx,human_review
kn-0199,נ״ב,"והגמרא אומרת במסכת גיטין, דף נ""ב, שרבי יוסי לא היה קורא לאשתו ""אשתי"", אלא ""ביתי"".",חמישים ושתיים (גימטריה),נקודת בסיס | נוסף ברשימה | נזכרתי בדבר | נכתב בצדו | נזכר בזאת | חמישים ושתיים (גימטריה),6,knesset,knesset,13_ptm_532090.docx,human_review
kn-0200,ת״ד,"יציג את הצעת החוק, שסימנה ת""ד, חבר הכנסת דוד מנע.",ארבע מאות וארבע (גימטריה),תאונת דרכים | תיבת דואר | ארבע מאות וארבע (גימטריה),3,knesset,knesset,13_ptm_532090.docx,human_review
kn-0201,יו״ד,"על אותו משקל, חבר הכנסת ביבי, לא הזהרתי אותך לפני כן ולכן נתתי לך לעבור את מכסת הזמן, אבל לגבי יתר המשתתפים בדיון, על אותו משקל, אני מודיע שאני עומד על קוצו של יו""ד מבחינת הזמן.",יוד,"יורה דעה | יוד | יורה דעה, אחד מחלקי השלחן ערוך | עשרים (גימטריה)",4,knesset,knesset,13_ptm_532091.docx,clean
kn-0202,ממ״ד,"כחלק מהמלצות הוועדה הוחלט על הוצאת תקנות על-ידי משרד הפנים, בהתייעצות עם משרד השיכון, שמטרתן מתן תמריצים לאזרחים להקמת ממ""ד בדירותיהם.",מרחב מוגן דירתי,ממלכתי דתי | המרכז למחקר מדיני | מרחב מוגן דירתי | שמונים וארבע (גימטריה),4,knesset,knesset,13_ptm_532091.docx,clean
kn-0203,מ״ב,"הסעיף הבא בסדר-היום הוא הצעת חוק מ""ב, הצעת חוק-יסוד: הכנסת (תיקון – שינוי שיטת הבחירות), של חבר הכנסת אברהם בורג.",ארבעים ושתיים (גימטריה),משנה ברורה | מתן בסתר | מהרה בימינו | ארבעים ושתיים (גימטריה),4,knesset,knesset,13_ptm_532092.docx,human_review
kn-0204,ע״ח,"אני מזמין כעת את חבר הכנסת מאיר שטרית להעלות את הצעת חוק ע""ח, הצעת חוק-יסוד: הכנסת (תיקון) (שיטת הבחירות).",שבעים ושמונה (גימטריה),על חשבון | עץ חיים | שבעים ושמונה (גימטריה),3,knesset,knesset,13_ptm_532092.docx,human_review
kn-0205,סמ״ר,"בתאריך 21 בנובמבר 1992, סמוך לשעה 02:35, הבחינו שוטר סיור סמ""ר אהרן בן-נון ומתנדב המשמר אזרחי ליאון כחלון, שהיו בניידת סיור של תחנת משטרת מסובים, ברכב ""טרנספורטר"" חום באזור התעשייה באור-יהודה.",סמל ראשון,סמל ראשון | ספינת משמר | סנטימטר רבוע | שלוש מאות (גימטריה),4,knesset,knesset,13_ptm_532092.docx,clean
kn-0206,מג״ב,"כוחות גדולים של משטרה, מג""ב והמשמר האזרחי ערכו סריקות נרחבות באזור לאיתור המחבל השלישי.",משמר הגבול,משמר הגבול | מגה בית (גם: מגה בייט). בדיוק מיליון בית | מיירט גובה בינוני | ארבעים וחמש (גימטריה),4,knesset,knesset,13_ptm_532092.docx,clean
kn-0207,בע״מ,"בשנת 1992 זכה בתואר זה מפעל ""אינטל אלקטרוניקה בע""מ"", הפועל בהר-חוצבים בירושלים.",בערבון מוגבל,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה | מאה ושתים עשרה (גימטריה),5,knesset,knesset,13_ptm_532093.docx,clean
kn-0208,רש״י,"וורמס היא עירו של רש""י, ובה נשמר בית-מדרשו.",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532094.docx,clean
kn-0209,רש״י,"אחרי ""ליל הבדולח"", בשנת 1938, נפגעו בתי-כנסת של וורמס, ובית-מדרשו של רש""י, ואילו בית-העלמין ניצל מחורבן על-ידי ראש עיריית וורמס, שהוא אחד מחסידי אומות העולם.",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532094.docx,clean
kn-0210,רש״י,"גברתי היושבת-ראש, כנסת נכבדה, ושוב מונחים כאן חוק התקציב ונספחיו, חוק הסדרים במשק המדינה, הנקרא בתרגום רש""י ""תיקוני חקיקה להשגת יעדי תקציב"".",ר' שלמה יצחקי,ר' שלמה יצחקי | רחיים של יד | חמש מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532094.docx,clean
kn-0211,ע״ה,"אתה יודע, ואתה יכול לבדוק בגמרא, בסנהדרין דף ע""ה נאמר, כי אם לעמוד מול תמונה כזאת, לא עלינו, אומרת הגמרא, שהוא ימות ולא יראה תמונה כזאת.",שבעים וחמש (גימטריה),עם הארץ | עליו הראיה | עליו/עליה השלום | שבעים וחמש (גימטריה),4,knesset,knesset,13_ptm_532096.docx,human_review
kn-0212,רמ״ח,"כיוון שאני קשור למערכת בכל רמ""ח איברי, מובן שאיני יכול לעבור בשקט על חלק מהדברים.",מספר האיברים בגוף האדם,ראש מחלקה | מספר האיברים בגוף האדם | מאתיים וארבעים ושמונה (גימטריה),3,knesset,knesset,13_ptm_532097.docx,clean
kn-0213,סמ״ק,"אולם, על-פי הוראת החוק הקיים היום, משפחה שיש לה רכב ישן, משנת הייצור 1970 למשל, עם נפח מנוע של 900 סמ""ק, אינה זכאית להבטחת הכנסה, אפילו כשאין לה הכנסה כלשהי מאותו רכב.",סנטימטר מעוקב,ספר מצוות קטן | סנטימטר מעוקב | מאתיים (גימטריה),3,knesset,knesset,13_ptm_532097.docx,clean
kn-0214,בע״מ,"בעקבות תלונה על תיווך בלתי-חוקי בעובדים זרים, פתח המשרד בחקירה מקיפה נגד חברת ""טובלי בע""מ"".",בערבון מוגבל,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה | מאה ושתים עשרה (גימטריה),5,knesset,knesset,13_ptm_532099.docx,clean
kn-0215,ח״ן,"כל קציני החיל הראשיים הינם בדרגת תת-אלוף, ובכללם גם קצינת ח""ן ראשית.",חיל נשים,חיים נחמן (ביאליק) | חיל נשים | חכמת הנסתר | חשבון נייר (ח-ן) | חמישים ושמונה (גימטריה),5,knesset,knesset,13_ptm_532100.docx,clean
kn-0216,י״א,"בכיתות י""א הנהגתי לימוד חובה של נושא הבטיחות, כשאני נותן להם בונוס ומשחרר אותם ממבחני התיאוריה כשהם באים ללמוד נהיגה.",שנת הלימודים האחת־עשרה של התלמידים בישראל,יש אומרים | ירא אדוני | שווה בגודלה למרחק כדור-הארץ מהשמש | שנת הלימודים האחת־עשרה של התלמידים בישראל | אחת עשרה (גימטריה),5,knesset,knesset,13_ptm_532100.docx,clean
kn-0217,קמ״ש,"אולם אין כמעט ארץ בקהילת השוק שהמהירות המותרת בה היא מעל ל-90 קמ""ש.",קילומטרים לשעה,קילומטרים לשעה | קצין משמרת | קצין משפטים | ארבע מאות וארבעים (גימטריה),4,knesset,knesset,13_ptm_532100.docx,clean
kn-0218,בע״מ,"בעניין איכות הסביבה – מבוצעות בימים אלו על-ידי חברת התחנה המרכזית בע""מ עבודות על-פי דרישות המשרד, אחת לאחת, ובבקרה של מומחי המשרד.",בערבון מוגבל,בערבון מוגבל | בעל מלאכה | בעל מום | בקשת ערעור משפחה | מאה ושתים עשרה (גימטריה),5,knesset,knesset,13_ptm_532100.docx,clean
kn-0219,חמ״ס,"אנחנו, בקיצור, קוראים לזה חמ""ס, אבל זה חמ""ס מסוג אחר.",חומר מסווג,"חומר מסווג | חומשים, מחזורים, סידורים | מאה ושמונה (גימטריה)",3,knesset,knesset,13_ptm_532100.docx,clean
kn-0220,חמ״ס,"המשרד לאיכות הסביבה מקפיד להפעיל, כתוב לי פה: לחץ, אבל הייתי אומר: להידבר עם משרד התחבורה, לפעול בכל מה שקשור לליקויים המתגלים בנושאי שינוע חמ""ס.",חומר מסווג,"חומר מסווג | חומשים, מחזורים, סידורים | מאה ושמונה (גימטריה)",3,knesset,knesset,13_ptm_532100.docx,clean
kn-0221,חמ״ס,"במהלך שנת 1994 יירכשו ויאורגנו לצורכי תגובה על אירועי חמ""ס עוד ניידות מספר, אשר ייפרסו באזורי הסיכון כפי שהוגדרו על-ידי הוועדה הבין-משרדית לעריכת תורת הפעולה באירועי חומרים מסוכנים.",חומר מסווג,"חומר מסווג | חומשים, מחזורים, סידורים | מאה ושמונה (גימטריה)",3,knesset,knesset,13_ptm_532100.docx,clean
kn-0222,מ״ק,"לעומת זאת, קיימת הזרמה של שפכים מטוהרים ברמה נמוכה ממכוני הטיהור של כפר-סבא, הוד-השרון ורמת-השרון בהיקף של כ-25,000 מ""ק ליום לאורך כל השנה.",מטר מעוקב,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),11,knesset,knesset,13_ptm_532100.docx,clean
kn-0223,ח״ן,"יש פה רק שאילתא אחת, ביחס לקצינת ח""ן ראשית.",חיל נשים,חיים נחמן (ביאליק) | חיל נשים | חכמת הנסתר | חשבון נייר (ח-ן) | חמישים ושמונה (גימטריה),5,knesset,knesset,13_ptm_532103.docx,clean
kn-0224,אש״ל,"קיבלנו הוצאות אש""ל של שניים מתוך החברים שיצאו, והן מסתכמות ב-1,769 דולר.",אכילה שתיה לינה,אין שומעין לו | איפה שלמה | אכילה שתיה לינה | שלוש מאות ושלושים ואחת (גימטריה),4,knesset,knesset,13_ptm_532103.docx,clean
