item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,source,page_title,review_verdict,review_note,label_origin,category
ha-00243,א״ב,"א״ב בכלי ראשון נאמר לעניין נתינת מאכל חי בתוך מאכל מבושל חם, אך לעניין נתינת מאכל מבושל קר בתוך מאכל מבושל חם, נאמר הכלל 'אין בישול אחר בישול'.",איסור בישול,א״ב.03,איסור בישול,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,מלאכת מבשל,unreviewed,,substitution,wiki_substituted
ha-00244,א״ב,"בתקופה הממלוכית הוגבל חופש הפולחן הנוצרי והיהודי באופן כללי, וזאת על ידי א״ב ושיפוץ של מבני תפילה קיימים (""חוקי עומר"").",איסור בנייה,א״ב.04,איסור בנייה,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,כנסיית הקבר,unreviewed,,substitution,wiki_substituted
ha-00245,א״ב,"הן דרשו א״ב והרחבה של מלונות, אכיפת איסור על עירום ויצירת ביטחון במרחב ללא ניצול מיני.",איסור בנייה,א״ב.04,איסור בנייה,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,תיירות מין,unreviewed,,substitution,wiki_substituted
ha-00246,א״ב,"במצע הבחירות הופיעו סעיפים כגון דה-קרימינליזציה של שימוש בסמים, הפיכת הרחובות למדרחובים מדושאים, א״ב מעבר לגובה המסתיר את נוף ההרים ושינוי שם העיירה אספן ל-""Fat City"".",איסור בנייה,א״ב.04,איסור בנייה,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,האנטר ס. תומפסון,unreviewed,,substitution,wiki_substituted
ha-00247,א״ב,"וכבר בקש מהאל יתברך שלמה בתפילתו שתקובל תפילת המקום ההוא"" .יוסף רופא במאמרו מקום מקדשנו - א״ב-המקדש בדרומה של רחבת הר-הבית סבור כי ""כמטחווי-קשת"" הוא מרחק שבין 150 מטר ל-200 מטר.",איתור בית,א״ב.08,איתור בית,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,זיהוי מקום המקדש,unreviewed,,substitution,wiki_substituted
ha-00248,א״ב,לבקשת מנהיג השודדים התנדב שודד אמיץ עוד יותר לביצוע משימת א״ב האדם שביתרו.,איתור בית,א״ב.08,איתור בית,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,עלי באבא וארבעים השודדים,unreviewed,,substitution,wiki_substituted
ha-00249,א״ב,"את הפזמון ביצעו יזהר כהן ולהקת א״ב, שייצגו בתחרות את ישראל.",אלף-בית,א״ב.09,אלף-בית,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,אבניבי,unreviewed,,substitution,wiki_substituted
ha-00250,א״ב,"חברי להקת הליווי ""א״ב"" (מחוץ לישראל הוצגה כ""אלפא-ביתא"") היו נחמה שוטן, אתי צוברי, ראובן ארז, איציק עוקב וליסה גולד.",אלף-בית,א״ב.09,אלף-בית,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,אבניבי,unreviewed,,substitution,wiki_substituted
ha-00251,א״ב,על שמו נקרא רחוב א״ב בשכונת קריית צאנז בירושלים.,אמרי בינה,א״ב.10,אמרי בינה,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,מאיר אוירבך,unreviewed,,substitution,wiki_substituted
ha-00252,א״ב,"המשפיע, רבי שילם קורטין, שכנע את התלמידים המבוגרים בישיבה ללמוד א״ב, דבר שעשו שתים עשרה שעות ביום.",אמרי בינה,א״ב.10,אמרי בינה,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,"אמרי בינה (חב""ד)",unreviewed,,substitution,wiki_substituted
ha-00253,א״ב,"יעקב פיכמן, א״ב: סופרי אודיסה, ירושלים: מוסד ביאליק, 1951.",אמת בניין,א״ב.11,אמת בניין,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,ביקורת ספרות,unreviewed,,substitution,wiki_substituted
ha-00254,א״ב,"א״ב: סופרי אודיסה, ירושלים: מוסד ביאליק, 1951.",אמת בניין,א״ב.11,אמת בניין,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,יעקב פיכמן,unreviewed,,substitution,wiki_substituted
ha-00255,א״ב,"מי שלא יכול להדליק באופן זה, מדליק בפני א״ב.",אנשי ביתו,א״ב.12,אנשי ביתו,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,הדלקת נרות חנוכה,unreviewed,,substitution,wiki_substituted
ha-00256,א״ב,חלק מהמחקרים מורים כי אחוז השומן מכלל הקלוריות נמוך יותר אצל אוכלי א״ב.,ארוחת בוקר,א״ב.05,ארוחת בוקר,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,ארוחת בוקר,unreviewed,,substitution,wiki_substituted
ha-00257,א״ב,"מי שארוחת הבוקר שלו מספקת 25% מהאנרגיה ביום, צורך יותר פחמימות ופחות שומנים מאוכלי א״ב דלה באנרגיה (עד 15% מהצריכה הקלורית היומית).",ארוחת בוקר,א״ב.05,ארוחת בוקר,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,ארוחת בוקר,unreviewed,,substitution,wiki_substituted
ha-00258,א״ב,ריכוז הכולסטרול בדם גבוה יותר אצל ילדים ומבוגרים שאינם מקפידים על א״ב.,ארוחת בוקר,א״ב.05,ארוחת בוקר,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,ארוחת בוקר,unreviewed,,substitution,wiki_substituted
ha-00259,א״ב,מאז התפרקות ברית המועצות בשנת 1991 נחשבת א״ב מעצמת-העל היחידה בעולם.,ארצות הברית,א״ב.06,ארצות הברית,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,ארצות הברית,unreviewed,,substitution,wiki_substituted
ha-00260,א״ב,א״ב היא באופן רשמי מדינה בעלת נשק גרעיני וחברת ה־G7.,ארצות הברית,א״ב.06,ארצות הברית,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,ארצות הברית,unreviewed,,substitution,wiki_substituted
ha-00261,א״ב,"א״ב היא אחת מהמדינות המגוונות ביותר מבחינה אתנית, כתוצאה מהגירה רחבת־היקף מחלקים רבים של העולם.",ארצות הברית,א״ב.06,ארצות הברית,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,ארצות הברית,unreviewed,,substitution,wiki_substituted
ha-00262,א״ב,"א״ב מכל העמים הן המילים הפותחות את ברכת קדושת היום בתפילת שבע לשלוש רגלים, ראש השנה ויום הכיפורים.",אתה בחרתנו,א״ב.07,אתה בחרתנו,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,אתה בחרתנו מכל העמים,unreviewed,,substitution,wiki_substituted
ha-00263,א״ב,"מילים אלו, וגם הצירוף הקצר ""א״ב"", משמשים לעיתים ככינוי לקטע התפילה שהן פותחות, אך במאות האחרונות הן משמשות בשיח הציבורי בעיקר כמבטאות את רעיון בחירת עם ישראל.",אתה בחרתנו,א״ב.07,אתה בחרתנו,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,אתה בחרתנו מכל העמים,unreviewed,,substitution,wiki_substituted
ha-00264,א״ב,"בין השאר, משמש הביטוי ""א״ב"" כמייצג את רעיון בחירת עם ישראל בפי אלו השואלים על בחירה זאת, ואת אלו המתריסים כנגדה.",אתה בחרתנו,א״ב.07,אתה בחרתנו,weak,17,ארצות הברית | אדר ב' | ארוחת בוקר | אלף-בית | אין ביכולתו | אתה בחרתנו | אבן בוחן | אמרי בינה | אנשי ביתו | איסור בישול | איסור בנייה | אמת בניין | איתור בית | אישור בחירות | איכא ביניהו (יש ביניהם | אין בו; אין בה | אין ברֵרה,substituted,yes,wikipedia,אתה בחרתנו מכל העמים,unreviewed,,substitution,wiki_substituted
ha-02470,ע״מ,"החוק מחלק את העוסקים לשני סוגים: ע״מ, ועוסק פטור.",עוסק מורשה,ע״מ.01,עוסק מורשה,weak,2,על מנת | עוסק מורשה,substituted,yes,wikipedia,עוסק,unreviewed,,substitution,wiki_substituted
ha-02471,ע״מ,"רשות המיסים קובעת מיהו ע״מ ומיהו עוסק פטור, בהתאם לקריטריונים הקבועים בחוק.",עוסק מורשה,ע״מ.01,עוסק מורשה,weak,2,על מנת | עוסק מורשה,substituted,yes,wikipedia,עוסק,unreviewed,,substitution,wiki_substituted
ha-02472,ע״מ,"ע״מ מוגדר בחוק מס ערך מוסף כעוסק שמחזור עסקאותיו בשנה אינו עולה על סכום הקבוע בחוק, אשר מתעדכן מדי שנה על פי שיעור עליית מדד המחירים לצרכן.",עוסק מורשה,ע״מ.01,עוסק מורשה,weak,2,על מנת | עוסק מורשה,substituted,yes,wikipedia,עוסק מורשה,unreviewed,,substitution,wiki_substituted
ha-02473,ע״מ,"עקב השליטה בגוף, הכושר והגמישות הנדרשים ע״מ לבצע יצירות ריקוד מורכבות, דרושה הכשרה רבת שנים ע״מ להפוך לרקדן מקצועי, ואימונים רבים ע״מ לשמור על רמה מקצועית נאותה.",על מנת,ע״מ.02,על מנת,weak,2,על מנת | עוסק מורשה,substituted,yes,wikipedia,רקדן,unreviewed,,substitution,wiki_substituted
ha-02474,ע״מ,בגרסאות ישנות של BASIC היה שימוש בנקודתיים ע״מ להפריד משפטים באותה שורה.,על מנת,ע״מ.02,על מנת,weak,2,על מנת | עוסק מורשה,substituted,yes,wikipedia,נקודתיים,unreviewed,,substitution,wiki_substituted
ha-02475,ע״מ,סרט טלוויזיה הוא סרט קצר או באורך מלא אשר מופק מלכתחילה ע״מ להיות משודר בטלוויזיה.,על מנת,ע״מ.02,על מנת,weak,2,על מנת | עוסק מורשה,substituted,yes,wikipedia,סרט טלוויזיה,unreviewed,,substitution,wiki_substituted
ha-01625,מב״ר,"מב״ר הוא המחזיק והמפעיל של בתי החולים הגדולים במדינה, ותקציבו הוא התקציב השלישי בגודלו בממשלה (לאחר משרד הביטחון ומשרד החינוך).",משרד הבריאות,מב״ר.01,משרד הבריאות,weak,3,משרד הבריאות | מסלול בגרויות רגיל | מפגר בעל רצון,substituted,no,wikipedia,משרד הבריאות,unreviewed,,substitution,wiki_substituted
ha-01626,מב״ר,כבר באפריל 1948 נעשו הכנות להתחלת פעילות מב״ר בתל אביב ב-15 במאי של אותה השנה.,משרד הבריאות,מב״ר.01,משרד הבריאות,weak,3,משרד הבריאות | מסלול בגרויות רגיל | מפגר בעל רצון,substituted,no,wikipedia,משרד הבריאות,unreviewed,,substitution,wiki_substituted
ha-01627,מב״ר,"מב״ר מספק שירותי בריאות לציבור באופן ישיר מכוח חוק ביטוח בריאות ממלכתי, בתחומי רפואת התלמיד, בריאות הנפש, רפואה מונעת, גריאטריה ורכישת מכשירי שיקום ועזרים לניידות.",משרד הבריאות,מב״ר.01,משרד הבריאות,weak,3,משרד הבריאות | מסלול בגרויות רגיל | מפגר בעל רצון,substituted,no,wikipedia,משרד הבריאות,unreviewed,,substitution,wiki_substituted
ha-00478,ביד״צ,"ביד״צ הוא בית דין הפועל במסגרת הצבא ותפקידו לשפוט חיילים וכן אזרחים הכפופים לצבא, בעבירות פליליות בלבד.",בית דין צבאי,ביד״צ.01,בית דין צבאי,weak,2,בית דין צבאי | בית דין צדק,substituted,no,wikipedia,בית דין צבאי,unreviewed,,substitution,wiki_substituted
ha-00479,ביד״צ,ביד״צ זה היה בעברו ממוקם במחנה הדר שבחיפה.,בית דין צבאי,ביד״צ.01,בית דין צבאי,weak,2,בית דין צבאי | בית דין צדק,substituted,no,wikipedia,בית דין צבאי (ישראל),unreviewed,,substitution,wiki_substituted
ha-00480,ביד״צ,ביד״צ זה דן בעניינם של קצינים בכירים וכן נושאים מורכבים.,בית דין צבאי,ביד״צ.01,בית דין צבאי,weak,2,בית דין צבאי | בית דין צדק,substituted,no,wikipedia,בית דין צבאי (ישראל),unreviewed,,substitution,wiki_substituted
ha-02568,פס״ר,"מצבים המוגדרים ""פס״ר"" הם כאלה שבהם האדם שעושה את המעשה מוכרח לדעת מראש שיש למעשהו תוצאות אסורות, מכיוון שהן בלתי נמנעות, ואין העושה זאת יכול לטעון שאינו מתכוון לכך.",פסיק רישא,פס״ר.01,פסיק רישא,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,דבר שאינו מתכוון,unreviewed,,substitution,wiki_substituted
ha-02569,פס״ר,"במקרים מסוג זה אמרו אביי ורבא בתלמוד מספר פעמים שאף רבי שמעון, שמתיר בדרך כלל ""דבר שאינו מתכוון"", אוסר ""פס״ר"".",פסיק רישא,פס״ר.01,פסיק רישא,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,דבר שאינו מתכוון,unreviewed,,substitution,wiki_substituted
ha-02570,פס״ר,"החילוק בין פס״ר לאינו פס״ר הוא רק בדבר שאינו מתכוין, אך כאשר קיימת כוונה מכוונת הפעולה אסורה גם אם אינה פס״ר.",פסיק רישא,פס״ר.01,פסיק רישא,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,דבר שאינו מתכוון,unreviewed,,substitution,wiki_substituted
ha-02571,פס״ר,פס״ר או פסיקתא רבתא הוא שמו של מדרש אגדה מסוג פסיקתא.,פסיקתא רבתי,פס״ר.02,פסיקתא רבתי,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,פסיקתא רבתי,unreviewed,,substitution,wiki_substituted
ha-02572,פס״ר,"ב""פס״ר"" קיימת גם דרשות מסוג חדש המובאות כתשובה לשאלה בענייני הלכה או אגדה, ולאו דווקא מעניין החגים והשבתות; דרשות אלו פותחות במילים ""ילמדנו רבינו"" (בדומה למדרש תנחומא).",פסיקתא רבתי,פס״ר.02,פסיקתא רבתי,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,פסיקתא רבתי,unreviewed,,substitution,wiki_substituted
ha-02573,פס״ר,"כמו שאר הפסיקתאות, אף פס״ר כתובה בלשון הקודש.",פסיקתא רבתי,פס״ר.02,פסיקתא רבתי,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,פסיקתא רבתי,unreviewed,,substitution,wiki_substituted
ha-00703,ב״ר,"הוא הוצב ביחידה העוסקת בפיצוח צפנים, עבר קורס קצינים ומונה לקצין ב״ר שעסק במידע אודות הצבא הסורי.",בינה רשתית,ב״ר.01,בינה רשתית,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,עמוס לוינברג,unreviewed,,substitution,wiki_substituted
ha-00704,ב״ר,"בדומה לקציני ב״ר אחרים באותה עת, לא הוכשר לוינברג להתמודדות עם הלחץ הנפשי העצום שהופעל על חיילים בשבי הסורי.",בינה רשתית,ב״ר.01,בינה רשתית,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,עמוס לוינברג,unreviewed,,substitution,wiki_substituted
ha-00705,ב״ר,היה קצין ב״ר של האמצעים המיוחדים בתקופה שקדמה למלחמת יום הכיפורים.,בינה רשתית,ב״ר.01,בינה רשתית,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,ספי בן-יוסף,unreviewed,,substitution,wiki_substituted
ha-00706,ב״ר,רבי חנינא ב״ר יוסי הגלילי היה תנא שחי במאה ה-2.,בן רבי,ב״ר.02,בן רבי,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,רבי חנינא בן רבי יוסי הגלילי,unreviewed,,substitution,wiki_substituted
ha-00707,ב״ר,"נקבר, לפי המסורת, ביישוב דלתון בגליל, בסמוך לקבר אביו רבי יוסי הגלילי, ואחיו רבי אליעזר ב״ר יוסי הגלילי ושמואל ב״ר יוסי הגלילי.",בן רבי,ב״ר.02,בן רבי,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,רבי חנינא בן רבי יוסי הגלילי,unreviewed,,substitution,wiki_substituted
ha-00708,ב״ר,"נקבר סמוך לקבר אביו ואחיו רבי שמואל ב״ר יוסי הגלילי, במושב דלתון.",בן רבי,ב״ר.02,בן רבי,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,רבי אליעזר בן רבי יוסי הגלילי,unreviewed,,substitution,wiki_substituted
ha-00709,ב״ר,"ב״ר הוא מדרש אגדה אמוראי על ספר בראשית, שנוצר בארץ ישראל ונערך או במאה הרביעית או במאה החמישית או במאה השישית.",בראשית רבה,ב״ר.03,בראשית רבה,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,בראשית רבה,unreviewed,,substitution,wiki_substituted
ha-00710,ב״ר,סופו של המדרש הוא כנראה תוספת מאוחרת שסופחה למדרש ב״ר המקורי בסביבות המאה ה־11 או המאה ה־12.,בראשית רבה,ב״ר.03,בראשית רבה,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,בראשית רבה,unreviewed,,substitution,wiki_substituted
ha-00711,ב״ר,"עפרה מאיר, שואלים על החיים - סיפורים נבחרים ממדרש ב״ר, הוצאת הקיבוץ המאוחד, 2000.",בראשית רבה,ב״ר.03,בראשית רבה,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,בראשית רבה,unreviewed,,substitution,wiki_substituted
ha-02564,פח״מ,"פח״מ ידועות רבות הן למעשה איזומרים האחת של השנייה: גלוקוז וגלקטוז, למשל.",פחמימות,פח״מ.01,פחמימות,weak,2,פחמימות | פעימות חדריות מוקדמות,substituted,no,wikipedia,פחמימה,unreviewed,,substitution,wiki_substituted
ha-02565,פח״מ,זיהוי תאים – פח״מ נמצאות על-גבי הממברנה החיצונית של רוב התאים ומאפשרות את זיהויו של סוג התא - זיהוי זה חיוני לתפקודם התקין של המערכות הביולוגיות באורגניזמים ביניהן מערכת החיסון.,פחמימות,פח״מ.01,פחמימות,weak,2,פחמימות | פעימות חדריות מוקדמות,substituted,no,wikipedia,פחמימה,unreviewed,,substitution,wiki_substituted
ha-02566,פח״מ,הגבלה של פח״מ בתזונה תוביל להרזיה על ידי ייצור אנרגיה משומנים.,פחמימות,פח״מ.01,פחמימות,weak,2,פחמימות | פעימות חדריות מוקדמות,substituted,no,wikipedia,פחמימה,unreviewed,,substitution,wiki_substituted
ha-02631,פ״ק,"ב-11 ביוני 1713 הפך כלל בלתי מחייב זה למה שנקרא ""פ״ק 66"" (Standing Order 66) ועל פיה, ""בית הנבחרים לא יצביע עבור שום תקציב עבור שום מטרה, למעט על פי בקשה של אחד משרי הכתר"".",פקודת קבע,פ״ק.01,פקודת קבע,weak,3,פרק קמא | פקודת קבע | פרופיל קרבי,substituted,no,wikipedia,ראש ממשלת בריטניה,unreviewed,,substitution,wiki_substituted
ha-02632,פ״ק,פ״ק 66 נותרה תקפה עד היום (אף על פי שכיום היא ממוספרת במספר 48) ולא השתנתה במשך שלוש מאות שנים.,פקודת קבע,פ״ק.01,פקודת קבע,weak,3,פרק קמא | פקודת קבע | פרופיל קרבי,substituted,no,wikipedia,ראש ממשלת בריטניה,unreviewed,,substitution,wiki_substituted
ha-02633,פ״ק,מעבר להשגת הכוונה המקורית שלה – ליצור יציבות בתהליך התקציבי – נתנה פ״ק 66 לכתר את תפקיד הנהגת בית הנבחרים והלורד הראשון של האוצר קיבל תפקיד מוביל בקרב השרים.,פקודת קבע,פ״ק.01,פקודת קבע,weak,3,פרק קמא | פקודת קבע | פרופיל קרבי,substituted,no,wikipedia,ראש ממשלת בריטניה,unreviewed,,substitution,wiki_substituted
ha-02634,פ״ק,"ישנם ביני""שים בעלי פ״ק המתגייסים לתובלה מסיבות שונות, ביניהם כאלה שנזקקים לתנאי שירות גמישים יותר בגלל היותם נשואים וכאלה שמתגייסים לתובלה מסיבות של נוחות.",פרופיל קרבי,פ״ק.02,פרופיל קרבי,weak,3,פרק קמא | פקודת קבע | פרופיל קרבי,substituted,no,wikipedia,מרכז ההובלה,unreviewed,,substitution,wiki_substituted
ha-00305,א״י,לרוב חצאי הקשת מתחברים במרכזו של הכתר אל המונד - גלובוס מוזהב או עשוי א״י שנמצא בחלקו העליון של הכתר (מעליו נמצא לרוב צלב).,אבן יקרה,א״י.02,אבן יקרה,weak,4,ארץ ישראל | אבן יקרה | אינו יהודי | אין יכול,substituted,yes,wikipedia,חצי קשת,unreviewed,,substitution,wiki_substituted
ha-00306,א״י,העלילה היא על סופרת רומנים רומנטיים שנוסעת לדרום אמריקה לחפש את אחותה שנחטפה בעקבות אוצר של א״י ולהצילה.,אבן יקרה,א״י.02,אבן יקרה,weak,4,ארץ ישראל | אבן יקרה | אינו יהודי | אין יכול,substituted,yes,wikipedia,בעקבות האוצר הרומנטי,unreviewed,,substitution,wiki_substituted
ha-00307,א״י,אחותה איליין (מרי אלן טריינור) מתקשרת אליה בדחיפות מקרטחנה בקולומביה ומודיעה לה כי בעלה אדוארד שחקר אוצר של א״י נרצח וכי היא נחטפה בידי שני אנשים שדורשים לקבל את המפה שהוא שלח אליה.,אבן יקרה,א״י.02,אבן יקרה,weak,4,ארץ ישראל | אבן יקרה | אינו יהודי | אין יכול,substituted,yes,wikipedia,בעקבות האוצר הרומנטי,unreviewed,,substitution,wiki_substituted
ha-00308,א״י,בעיר יכולה להיות אך ורק קתדרלה אחת משום שעיר אינה יכולה להיות מחולקת בין שתי קהילות טריטוריאליות דיוקסיות ולפיכך א״י לכהן בה יותר מבישוף אחד.,אין יכול,א״י.03,אין יכול,weak,4,ארץ ישראל | אבן יקרה | אינו יהודי | אין יכול,substituted,yes,wikipedia,קתדרלה,unreviewed,,substitution,wiki_substituted
ha-00309,א״י,"דלמא משום דר' חנינא בר פפא, דאמר רבי חנינא בר פפא: דבר גדול דברו מרגלים באותה שעה, דכתיב: כי חזק הוא ממנו, אל תיקרי כי חזק הוא ממנו אלא ממנו, כביכול בעל הבית א״י להוציא כליו משם!",אין יכול,א״י.03,אין יכול,weak,4,ארץ ישראל | אבן יקרה | אינו יהודי | אין יכול,substituted,yes,wikipedia,דיבת הארץ,unreviewed,,substitution,wiki_substituted
