item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,batch,source,page_title
ha-00320,א״כ,"בנוסף לאבלים, כל מי שהיה נוכח בשעת יציאת הנשמה של א״כ מישראל צריך לקרוע, אולם למעשה נוהגים להקל בכך.",אדם כשר,א״כ.01,אדם כשר,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,קריעה (אבלות)
ha-00321,א״כ,"במקרה והאיש נחשב ל""בינוני"", כלומר א״כ הנשמר מאיסורים, אבל נכשל לעיתים בעבירות, יש לדונו לכף זכות אם המעשה נוטה לשני הצדדים, אך במעשה שנוטה לחובה אין חובה כזו.",אדם כשר,א״כ.01,אדם כשר,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,חזקת כשרות
ha-00322,א״כ,"על פי ההלכה א״כ יתבייש לומר שהוא רשע, ולאמירה כזו גם אם נאמרה אין משמעות, ""אין אדם משים עצמו רשע"", ואף נאסר על אדם לפרסם שהוא רשע, הדבר נחשב כחוצפה ועזות.",אדם כשר,א״כ.01,אדם כשר,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,רשע (הלכה)
ha-00323,א״כ,לפי המנהג הנפוץ בקהילות ישראל מימרה זו נאמרת מידי בוקר בסיום הפרק א״כ שבסוף תפילת שחרית (לאחר נוסח פיטום הקטורת).,אין כאלוקינו,א״כ.10,אין כאלוקינו,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,תלמידי חכמים מרבים שלום בעולם
ha-00324,א״כ,"מתרגמים את קטע התפילה ""א״כ"" בשפת הלדינו ובמנגינה ספרדית ייחודית.",אין כאלוקינו,א״כ.10,אין כאלוקינו,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,צלאת אל פאסיין
ha-00325,א״כ,"קודם להוצאת הספר נאמרים בהרבה קהילות פסוקים מיוחדים, כגון בנוסח ספרד ""אתה הראת"", ובנוסח אשכנז המזרחי ""א״כ"", הפיסקה ""ויהי בנסוע הארון"" ובריך שמיה (אפילו בקצת קהילות שלא אומרים אותה ביום חול).",אין כמוך,א״כ.02,אין כמוך,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,תפילת שחרית של שבת
ha-00326,א״כ,"לאלבומו של משה פרץ זיקוקים, שיצא בסוף 2011 עיבד מספר שירים, שהבולט מביניהם היה ""א״כ"".",אין כמוך,א״כ.02,אין כמוך,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,יעקב למאי
ha-00327,א״כ,"פעיל הימין הרדיקלי מיכאל בן חורין הועמד לדין על שאמר בהילולה לזכר גולדשטיין: ""ברוך גולדשטיין א״כ בעולם, ברוך גולדשטיין הוא אדם צדיק, יסוד עולם, יחיד במינו"".",אין כמוך,א״כ.02,אין כמוך,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,ברוך גולדשטיין
ha-00328,א״כ,אם לאדם א״כ לנר חנוכה חובה עליו למכור את כסותו על מנת להדליק נר חנוכה.,אין כסף,א״כ.03,אין כסף,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,פרדוקס
ha-00329,א״כ,אם לאדם א״כ לנר שבת הוא אינו חייב למכור כסותו לנר שבת.,אין כסף,א״כ.03,אין כסף,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,פרדוקס
ha-00330,א״כ,"כך למשל, המקבילה לאריית האהבה הגדולה באופרה המסורתית מושרת לזונה, שכאשר היא מבינה של""אהובה"" א״כ, היא מפנה לו עורף והשירה הסנטימנטלית הופכת לנלעגת במיוחד.",אין כסף,א״כ.03,אין כסף,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,עלייתה ונפילתה של העיר מהגוני
ha-00331,א״כ,"חברות תעופה שחלק ניכר מפעולתן הוא בהפעלת טיסות פנים, אינן יכולות לקיים קווי טיסה ישירים בין כל יעדיהן, שכן הדבר א״כ מבחינה כלכלית ותפעולית.",אינו כדאי,א״כ.04,אינו כדאי,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,בסיס פעולה מרכזי
ha-00332,א״כ,"לאחר הבחירות לכנסת החמש עשרה לא נערכו עוד עימותים למשך זמן רב, מפני שהתקבעה ההערכה כי עימות א״כ למועמד המוביל בסקרים, שיכול רק להינזק ממנו.",אינו כדאי,א״כ.04,אינו כדאי,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,עימות בחירות
ha-00333,א״כ,"המשך ייצור מעבר לנקודה בה העלות השולית שווה למחיר, משמעותו שהעלות לייצר יחידת מוצר נוספת גדולה מהתמורה שתתקבל עבורה, ועל-כן ייצורה א״כ ויפחית את סך הרווח של היצרן.",אינו כדאי,א״כ.04,אינו כדאי,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,עלות שולית
ha-00334,א״כ,"א״כ, הממוצע החשבוני של מספרים אלו הוא 6.",אם כך,א״כ.05,אם כך,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,ממוצע
ha-00335,א״כ,"א״כ, במרחבים מטריים מושג הקבוצה הפתוחה מוגדר על פי המטריקה, שהרי זו קובעת את הכדורים.",אם כך,א״כ.05,אם כך,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,קבוצה פתוחה
ha-00336,א״כ,"תחום ניהול משאבי האנוש שואף, א״כ, למצוא את ההתייחסות המתאימה ביותר לכוח האדם בארגון, על מנת שהארגון יוכל להפיק מהם את התועלת המרבית ולקדם את האינטרסים שלו בצורה הטובה ביותר.",אם כך,א״כ.05,אם כך,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,ניהול משאבי אנוש
ha-00337,א״כ,"המבקר חייב א״כ להיות מקצועי, כדי לאפשר מסנן עבור הצופים.",אם כן,א״כ.06,אם כן,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,מבקר אמנות
ha-00338,א״כ,"הזואולוגיה, א״כ, משתמשת, או כוללת בתוכה, תחומים רבים אחרים בביולוגיה, כגון אנטומיה, פיזיולוגיה, אבולוציה ואקולוגיה.",אם כן,א״כ.06,אם כן,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,זואולוגיה
ha-00339,א״כ,הם גם נחשבו לחסרי חן אלא א״כ רבים מהם אוגדו בספר אחד בעל סיפור מסגרת (כגון סיפורי אלף לילה ולילה).,אם כן,א״כ.06,אם כן,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,סיפור קצר
ha-00340,א״כ,"בגמרא (נדרים מט, ב) מסופר על רבי יהודה שהיה שותה א״כ ולאחר מכן נאלץ לחבוש את ראשו בשל כאבים ""מפסח ועד עצרת"" - כלומר במשך שבעה שבועות.",ארבע כוסות,א״כ.07,ארבע כוסות,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,ארבע כוסות
ha-00341,א״כ,"אולם, המשנה ברורה פסק שאינו חייב לשתות א״כ אם ייפול למשכב מזה, אלא שאם השתייה תגרום לכאבי ראש וכדומה מחויב הוא לשתות.",ארבע כוסות,א״כ.07,ארבע כוסות,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,ארבע כוסות
ha-00342,א״כ,"ובדיעבד אם שתה אותו בזמן של שיעור 'אכילת פרס', יצא ידי חובה, שהואיל ודין א״כ מדברי חכמים הלכה כדברי המיקל.",ארבע כוסות,א״כ.07,ארבע כוסות,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,הלכות ליל הסדר
ha-00343,א״כ,"מילוי המקטרת לווה בתפילה אל א״כ תבל, השמיים והארץ.",ארבע כנפות,א״כ.08,ארבע כנפות,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,מקטרת שלום
ha-00344,א״כ,"כמו כן הוציא לאור את השבועון החינמי ""א״כ"" המיועד למגזר החרדי, שעסק בפוליטיקה ארצית ופוליטיקה חרדית פנימית, והשבועון החינמי ""Shofar News"" המיועד למגזר החילוני.",ארבע כנפות,א״כ.08,ארבע כנפות,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,שופר (ארגון)
ha-00345,א״כ,לדעת חלק מהפוסקים חייב בציצית מכיוון שיש לו א״כ.,ארבע כנפות,א״כ.08,ארבע כנפות,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,פראק
ha-00346,א״כ,קְטרֶת שָׂם בֵּינֵימו וְעִשֵּׁן וְיָצָא.” בעוד בסדר א״כ כתב ”זֵרֵז עַצְמו וְנִכְנַס לַקֹדֶשׁ וְהִנִּיחַ מַחְתָּה בֵּין־בַּדֵּי הָאָרון.,אתה כוננת,א״כ.09,אתה כוננת,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,אמירת סדר העבודה
ha-00347,א״כ,"דוגמה חריגה לפיוט ארץ ישראלי במחזור ספרד הוא סדר העבודה ליום הכיפורים ""א״כ עולם מראש"".",אתה כוננת,א״כ.09,אתה כוננת,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,נוסח הספרדים
ha-00348,א״כ,"החריג היחיד הוא שהרבה חסידים קבלו את סדר העבודה במוסף של יום הכיפורים א״כ עולם מראש במקום אמיץ כח, ובהרבה מחזורי נוסח ספרד הדפיסו את שני הנוסחאות.",אתה כוננת,א״כ.09,אתה כוננת,weak,11,אם כן | אם כך | ארבע כוסות | אין כסף | ארבע כנפות | אין כמוך | אדם כשר | אינו כדאי | אין כאלוקינו | אתה כוננת | אחרי כן/אחר כך,substituted,yes,2,wikipedia,נוסח ספרד
ha-00349,א״ל,"א״ל: אני בוכה על שאנו נהרגים כעובדי עבודה זרה, כמחללי שבתות, כמגלֵּי עריות וכשופכי דמים.",אמר לו,א״ל.01,אמר לו,weak,3,אמר לו | אמר ליה | איכא למימר,substituted,yes,3,wikipedia,עשרת הרוגי מלכות
ha-00350,א״ל,"א״ל: רבי, שמא סועד היית או ישֵן, ובאה אישה לשאול על נידתה ועל טומאתה וטהרתה, ואמרת לה: המתיני עד שאישן; והתורה אמרה ""כל אלמנה ויתום לא תענון אם ענה תענה אותו ...",אמר לו,א״ל.01,אמר לו,weak,3,אמר לו | אמר ליה | איכא למימר,substituted,yes,3,wikipedia,עשרת הרוגי מלכות
ha-00351,א״ל,"בתלמוד הירושלמי מסופר, שפעם אחת רבי יהודה חלה בגרונו, והרופא א״ל שיתרפא רק אם ישתה חלב רותח.",אמר לו,א״ל.01,אמר לו,weak,3,אמר לו | אמר ליה | איכא למימר,substituted,yes,3,wikipedia,עשרת הרוגי מלכות
ha-00352,א״ל,א״ל: כשהוא זורק למערכה דלוקה הוא זורק או למערכה שאינה דלוקה הוא זורק?,אמר ליה,א״ל.02,אמר ליה,weak,3,אמר לו | אמר ליה | איכא למימר,substituted,yes,3,wikipedia,רבי שמעון בן יוסי
ha-00353,א״ל,"הוי אומר למערכה דלוקה הוא זורק - התם משום דלא אפשר.” ”מר רבי יונתן קומי רבי חייא רבה בשם רבי שמעון בר יוסי בר לקוניא; לוקין על תחומי שבת דבר תורה, א״ל רבי חייה רבה והלא אין בשבת אלא סקילה וכרת?",אמר ליה,א״ל.02,אמר ליה,weak,3,אמר לו | אמר ליה | איכא למימר,substituted,yes,3,wikipedia,רבי שמעון בן יוסי
ha-00354,א״ל,"א״ל: צער גדול היה לנו בתיבה, בריה שדרכה להאכילה ביום האכלנוה ביום, שדרכה להאכילה בלילה האכלנוה בלילה.",אמר ליה,א״ל.02,אמר ליה,weak,3,אמר לו | אמר ליה | איכא למימר,substituted,yes,3,wikipedia,רב חנא בר ביזנא
ha-00355,א״מ,בתפקידו כראש א״מ בדרגת אלוף-משנה היה אחראי לגיוסה ולהפעלתה של חוליית יהודים במצרים על ידי יחידה 131.,אגף מודיעין,א״מ.01,אגף מודיעין,weak,4,אמצעים מיוחדים | אגף מודיעין | אליעזר מאיר (ליפשיץ) | אניית מנוע (א/מ),substituted,yes,3,wikipedia,בנימין גיבלי
ha-00356,א״מ,שירת כראש א״מ אותות וסגן מנהל הסוכנות לביטחון לאומי.,אגף מודיעין,א״מ.01,אגף מודיעין,weak,4,אמצעים מיוחדים | אגף מודיעין | אליעזר מאיר (ליפשיץ) | אניית מנוע (א/מ),substituted,yes,3,wikipedia,כריסטופר באלרד
ha-00357,א״מ,ביולי 2018 מונה לראש א״מ אותות וסגן מנהל הסוכנות לביטחון לאומי.,אגף מודיעין,א״מ.01,אגף מודיעין,weak,4,אמצעים מיוחדים | אגף מודיעין | אליעזר מאיר (ליפשיץ) | אניית מנוע (א/מ),substituted,yes,3,wikipedia,כריסטופר באלרד
ha-00358,א״מ,את תורת הלחימה משלימה תורת הפעלה של כוחות או א״מ.,אמצעים מיוחדים,א״מ.02,אמצעים מיוחדים,weak,4,אמצעים מיוחדים | אגף מודיעין | אליעזר מאיר (ליפשיץ) | אניית מנוע (א/מ),substituted,yes,3,wikipedia,תורת לחימה
ha-00359,א״מ,מכהן כעוזר שר הביטחון להתגוננות וראש אגף א״מ.,אמצעים מיוחדים,א״מ.02,אמצעים מיוחדים,weak,4,אמצעים מיוחדים | אגף מודיעין | אליעזר מאיר (ליפשיץ) | אניית מנוע (א/מ),substituted,yes,3,wikipedia,אמיר לזר
ha-00360,א״מ,"קודם לכן שימש כעוזר שר הביטחון להתגוננות, כראש אגף א״מ במשרד הביטחון.",אמצעים מיוחדים,א״מ.02,אמצעים מיוחדים,weak,4,אמצעים מיוחדים | אגף מודיעין | אליעזר מאיר (ליפשיץ) | אניית מנוע (א/מ),substituted,yes,3,wikipedia,"משה אדרי (קצין צה""ל)"
ha-00361,א״נ,"אדם קרוב אצל עצמו הוא כלל תלמודי שמשמעותו היא שאדם א״נ להעיד על עצמו, לטובתו או אף לרעתו.",אינו נאמן,א״נ.01,אינו נאמן,weak,5,אינו נאמן | אדון נכבד | און נאך (ועוד) | אי נימא (אם נאׂמר) | אי נמי (מילולית: או גם,substituted,no,3,wikipedia,אדם קרוב אצל עצמו
ha-00362,א״נ,"סוכן כפול דו-פרצופי: אדם המשרת שתי מדינות, אך א״נ לאף אחת מהן.",אינו נאמן,א״נ.01,אינו נאמן,weak,5,אינו נאמן | אדון נכבד | און נאך (ועוד) | אי נימא (אם נאׂמר) | אי נמי (מילולית: או גם,substituted,no,3,wikipedia,סוכן כפול
ha-00363,א״נ,"וחכמים אומרים - א״נ.” רבי יהודה טוען כי המקרא מוסיף ללא כל צורך נראה לעין את המילה ""יַכִּיר"", ולכן יש ללמוד מכאן כי אב נאמן לקבוע שבן מסוים הוא הבכור.",אינו נאמן,א״נ.01,אינו נאמן,weak,5,אינו נאמן | אדון נכבד | און נאך (ועוד) | אי נימא (אם נאׂמר) | אי נמי (מילולית: או גם,substituted,no,3,wikipedia,דין יכיר
ha-00364,א״ס,להשערה זו תרמו מכוון אחר גם טרנס טאו וג'יימס מיינרד בהוכיחם שיש א״ס זוגות ראשוניים שההפרש ביניהם הוא מספר זוגי קטן מ-246.,אין סוף,א״ס.01,אין סוף,weak,2,אין סוף | האל היחיד,substituted,yes,3,wikipedia,תורת המספרים
ha-00365,א״ס,"במחקר ישנה התייחסות לנושאים במאמרים בענייני הבנת האלוהות ומושגים כמו אור א״ס, א״ס ועוד.",אין סוף,א״ס.01,אין סוף,weak,2,אין סוף | האל היחיד,substituted,yes,3,wikipedia,"יום טוב של ראש השנה תרס""ו"
ha-00366,א״ס,"הוא קרוי גם בעל הרצון, בניגוד ל""אור א״ס"", שקרוי גם רצון א״ס, שהוא רצון פשוט העומד בבסיס כל היקום.",אין סוף,א״ס.01,אין סוף,weak,2,אין סוף | האל היחיד,substituted,yes,3,wikipedia,חסידות ברסלב
ha-00367,א״ס,"אולם לאחר מכן הצהיר אחנתון על גרסה רדיקלית יותר של הדת החדשה שלו הגורסת כי אתון אינו רק האל העליון, אלא א״ס, וכי אחנתון, הוא היחיד שיכול לגשר בין אתון לעמו.",האל היחיד,א״ס.02,האל היחיד,weak,2,אין סוף | האל היחיד,substituted,yes,3,wikipedia,מונותאיזם
ha-00368,א״ס,"לדוגמה, בעשרת הדיברות נאמר ""לא יהיה לך אלהים אחרים על פני"", ולא ""אני א״ס שקיים"".",האל היחיד,א״ס.02,האל היחיד,weak,2,אין סוף | האל היחיד,substituted,yes,3,wikipedia,מונותאיזם
ha-00369,א״ס,"חלק ממטרת הבערת הקטורת היא סילוק ריחות רעים, אולם מטרתה העיקרית ריצוי פניהם של האלים (או א״ס) ובקשת הצלחה.",האל היחיד,א״ס.02,האל היחיד,weak,2,אין סוף | האל היחיד,substituted,yes,3,wikipedia,קטורת
ha-00370,א״ע,בקונגרס זה חיים ויצמן ומנחם אוסישקין העלו להצבעה את ההקמה של א״ע בירושלים.,אוניברסיטה עברית,א״ע.01,אוניברסיטה עברית,weak,3,את עצמו | אנציקלופדיה עברית | אוניברסיטה עברית,substituted,yes,3,wikipedia,הקונגרס הציוני העולמי האחד עשר
ha-00371,א״ע,בקונגרס החלה הביקורת על יחסה המתון לשלטונות המנדט הבריטי והוחלט להקים א״ע בירושלים.,אוניברסיטה עברית,א״ע.01,אוניברסיטה עברית,weak,3,את עצמו | אנציקלופדיה עברית | אוניברסיטה עברית,substituted,yes,3,wikipedia,הקונגרס הציוני העולמי השלושה עשר
ha-00372,א״ע,"ב-8 במרץ 1913 נשא ויצמן בקונגרס הציוני בווינה נאום נלהב בדבר הקמת אוניברסיטה יהודית, בעקבותיו הקים הקונגרס ועדה להקמת ""א״ע בירושלים"".",אוניברסיטה עברית,א״ע.01,אוניברסיטה עברית,weak,3,את עצמו | אנציקלופדיה עברית | אוניברסיטה עברית,substituted,yes,3,wikipedia,חיים ויצמן
ha-00373,א״ע,"""אביב חדש"" – האנציקלופדיה הישראלית לנוער היא א״ע לילדים ונוער, ובה 17 כרכים (ועוד כרך מפתח) ולמעלה מ-5,000 ערכים.",אנציקלופדיה עברית,א״ע.03,אנציקלופדיה עברית,weak,3,את עצמו | אנציקלופדיה עברית | אוניברסיטה עברית,substituted,yes,3,wikipedia,אביב חדש
ha-00374,א״ע,האתר מיועד לבעלי רקע רפואי ומייעד א״ע לרופאים או סגל רפואי.,את עצמו,א״ע.02,את עצמו,weak,3,את עצמו | אנציקלופדיה עברית | אוניברסיטה עברית,substituted,yes,3,wikipedia,EMedicine
ha-00375,א״ע,"על אף שבתחילה תואר מורביוס כדמות אנטגוניסטית, בהמשך הוא ביקש לרפא א״ע ממצבו והפך לפרוטגוניסט.",את עצמו,א״ע.02,את עצמו,weak,3,את עצמו | אנציקלופדיה עברית | אוניברסיטה עברית,substituted,yes,3,wikipedia,מורביוס
ha-00376,א״ע,"האמת שמאחורי מצבו הירוד היא שכדי לרפא את מצב הדם המתרוקן, ניסה מורביוס, בניסיון העבר שלו כביוכימאי מומחה, לרפא א״ע ממחלת הדם שלו באמצעות טיפול ניסיוני הכולל DNA של עטלף וטיפול בהלם חשמלי.",את עצמו,א״ע.02,את עצמו,weak,3,את עצמו | אנציקלופדיה עברית | אוניברסיטה עברית,substituted,yes,3,wikipedia,מורביוס
ha-00377,א״ק,"אדם הראשון (ידוע גם כהאדם הראשון, א״ק, אב קדום, האב הקדום או אם קדומה.",אדם קדמון,א״ק.01,אדם קדמון,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,אדם הראשון
ha-00378,א״ק,"הוא נקרא ""א״ק"" משום שהוא בצורת אדם, כביכול, ו""קדמון"" - כי הוא הראשון לכל הברואים.",אדם קדמון,א״ק.01,אדם קדמון,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,אדם קדמון (קבלה)
ha-00379,א״ק,"ישנם מקובלים, ביניהם הרב שלמה אלישיב בעל הספר לשם שבו ואחלמה, וכן רבי ישראל סרוג בתורת המלבוש שלו, המדברים על בחינות המקשרות בין א״ק לבין האין-סוף.",אדם קדמון,א״ק.01,אדם קדמון,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,אדם קדמון (קבלה)
ha-00380,א״ק,לעיתים מחולקים טילי א״ק לשתי קטגוריות - טילים טקטיים וטילים אסטרטגיים.,אוויר-קרקע,א״ק.02,אוויר-קרקע,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,טיל אוויר-קרקע
ha-00381,א״ק,מספר דגמים של טילי א״ק מתוצרת סובייטית משתמשים במנועי מגח סילון המקנים להם טווח רחוק ומהירות גבוהה.,אוויר-קרקע,א״ק.02,אוויר-קרקע,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,טיל אוויר-קרקע
ha-00382,א״ק,פופאי הוא טיל א״ק שפותח בישראל על ידי חברת רפאל מערכות לחימה מתקדמות.,אוויר-קרקע,א״ק.02,אוויר-קרקע,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,פופאי (טיל)
ha-00383,א״ק,"דוגמאות: האות א היא א״ק במילים בראשית, מוצא, צאן, ראשון, צוואר, לאמר; היא עיצור במילים אמיר, מתאים, האכלה.",אם קריאה,א״ק.03,אם קריאה,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,אם קריאה
ha-00384,א״ק,"האות ה היא א״ק במילים שונה, צורה, איפה; היא עיצור במילים הרס, מדהים, גבוה.",אם קריאה,א״ק.03,אם קריאה,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,אם קריאה
ha-00385,א״ק,"האות ו היא א״ק במילים מום, שור, אחו; היא עיצור במילים ורד, דוור, תקווה, סתיו.",אם קריאה,א״ק.03,אם קריאה,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,אם קריאה
ha-00386,א״ק,"יש הנוהגים לכנותה א״ק על-מנת להבדילה מאתלטיקה כבדה הכולל את ענפי ההיאבקות, אגרוף והרמת משקולות.",אתלטיקה קלה,א״ק.04,אתלטיקה קלה,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,אתלטיקה
ha-00387,א״ק,לאחר פרישתו מכדורסל שימש כמורה לחינוך גופני וכמאמן א״ק.,אתלטיקה קלה,א״ק.04,אתלטיקה קלה,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,מנחם קורמן
ha-00388,א״ק,אחד ממפעלי הספורט החשובים שקורמן יזם וארגן הייתה תחרות א״ק לזכר תלמידי בית הספר שנפלו במלחמות ישראל.,אתלטיקה קלה,א״ק.04,אתלטיקה קלה,weak,6,אוויר-קרקע | אתלטיקה קלה | אדם קדמון | אם קריאה | אמר קרא | אנית קיטור,substituted,yes,1,wikipedia,מנחם קורמן
ha-00389,א״ר,"כלי טיס מסוג ""כנף סובבת"" (מסוק) יבצע א״ר כלפי הקרקע.",אוטורוטציה,א״ר.01,אוטורוטציה,weak,4,אמר רבי | אליהו רבה | אל רחום | אוטורוטציה,substituted,yes,3,wikipedia,נחיתת חירום
